;unnamed: 0;unnamed: 0.1;unnamed: 0.1.1;no_of_comments;no_of_likes;topic;length_of_text;question;personalisation;emotional;opinion;regional;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion;type
1168;1168;1168;1168;1.0;1.0;mobility;278;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1169;1169;1169;1169;1.0;1.0;crime, disaster & accidents;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1170;1170;1170;1170;0.0;2.0;sports;172;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1171;1171;1171;1171;0.0;3.0;crime, disaster & accidents;181;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1172;1172;1172;1172;0.0;3.0;sports;240;False;personalisation;no emotionalisation;News;regional;personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;;X
1173;1173;1173;1173;0.0;2.0;crime, disaster & accidents;225;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1174;1174;1174;1174;0.0;0.0;culture;163;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
1175;1175;1175;1175;0.0;3.0;crime, disaster & accidents;194;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1176;1176;1176;1176;0.0;1.0;construction & living;189;False;no personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1177;1177;1177;1177;0.0;4.0;construction & living;216;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1178;1178;1178;1178;1.0;3.0;sports;257;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1179;1179;1179;1179;0.0;5.0;politics;249;False;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1180;1180;1180;1180;0.0;2.0;crime, disaster & accidents;177;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1181;1181;1181;1181;1.0;10.0;construction & living;239;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1182;1182;1182;1182;0.0;4.0;culture;201;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1183;1183;1183;1183;2.0;4.0;business & finance;216;False;no personalisation;no emotionalisation;Report/ Analysis;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
1184;1184;1184;1184;0.0;6.0;sports;231;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
1185;1185;1185;1185;0.0;2.0;mobility;217;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
1186;1186;1186;1186;0.0;15.0;sports;234;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1187;1187;1187;1187;1.0;1.0;culture;214;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1188;1188;1188;1188;0.0;6.0;sports;226;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;2.0;4.0;[];0.0;1.0;0.5;0.5;complex;;X
1189;1189;1189;1189;0.0;3.0;health;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;1.0;1.0;[];0.0;1.0;1.0;1.0;complex;;X
1190;1190;1190;1190;0.0;7.0;culture;171;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1191;1191;1191;1191;0.0;13.0;sports;240;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
1192;1192;1192;1192;1.0;18.0;mobility;205;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1193;1193;1193;1193;0.0;11.0;culture;267;False;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;1.0;4.0;[];0.0;0.2;1.25;0.25;complex;;X
1194;1194;1194;1194;0.0;5.0;sports;234;False;personalisation;emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;positive;X
1195;1195;1195;1195;0.0;5.0;mobility;272;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;2.0;3.0;[];0.0;0.6666666666666666;1.0;0.6666666666666666;complex;;X
1196;1196;1196;1196;0.0;1.0;business & finance;221;False;no personalisation;no emotionalisation;Report/ Analysis;regional;no personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
1197;1197;1197;1197;0.0;4.0;sports;272;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;2.0;5.0;[];0.0;0.6666666666666666;0.6;0.4;complex;;X
1198;1198;1198;1198;0.0;3.0;sports;260;False;no personalisation;no emotionalisation;Interview;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1199;1199;1199;1199;0.0;12.0;sports;268;False;personalisation;no emotionalisation;Comment;regional;personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
1200;1200;1200;1200;0.0;11.0;sports;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1201;1201;1201;1201;0.0;1.0;crime, disaster & accidents;216;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
1202;1202;1202;1202;0.0;2.0;sports;222;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1203;1203;1203;1203;6.0;8.0;crime, disaster & accidents;268;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1204;1204;1204;1204;0.0;1.0;crime, disaster & accidents;228;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
1205;1205;1205;1205;0.0;2.0;crime, disaster & accidents;179;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
1206;1206;1206;1206;0.0;2.0;culture;174;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1207;1207;1207;1207;0.0;8.0;business & finance;257;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1208;1208;1208;1208;0.0;4.0;crime, disaster & accidents;214;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1209;1209;1209;1209;7.0;3.0;politics;268;False;no personalisation;emotionalisation;Interview;regional;no personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;positive;X
1210;1210;1210;1210;0.0;4.0;mobility;225;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1211;1211;1211;1211;1.0;1.0;crime, disaster & accidents;237;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1212;1212;1212;1212;1.0;2.0;culture;245;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1213;1213;1213;1213;0.0;6.0;mobility;259;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1214;1214;1214;1214;5.0;14.0;crime, disaster & accidents;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
1215;1215;1215;1215;0.0;1.0;crime, disaster & accidents;147;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1216;1216;1216;1216;3.0;3.0;LVZ;188;True;no personalisation;no emotionalisation;News;(inter)national;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
1217;1217;1217;1217;1.0;2.0;politics;198;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
1218;1218;1218;1218;0.0;0.0;culture;249;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
1219;1219;1219;1219;2.0;0.0;culture;205;False;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;;X
1220;1220;1220;1220;0.0;1.0;crime, disaster & accidents;227;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1221;1221;1221;1221;0.0;6.0;mobility;259;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1222;1222;1222;1222;0.0;1.0;politics;263;True;no personalisation;no emotionalisation;News;(inter)national;no personalisation;4.0;1.0;5.0;[];0.0;0.25;0.8;0.2;complex;;X
1223;1223;1223;1223;1.0;1.0;health;205;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1224;1224;1224;1224;1.0;1.0;politics;246;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;9.0;[];0.0;0.0;0.3333333333333333;0.0;simple;;X
1225;1225;1225;1225;0.0;2.0;health;187;False;no personalisation;no emotionalisation;Comment;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
1226;1226;1226;1226;1.0;4.0;health;210;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
1227;1227;1227;1227;0.0;4.0;crime, disaster & accidents;215;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;4.0;[];0.0;0.3333333333333333;0.75;0.25;complex;;X
1228;1228;1228;1228;2.0;2.0;culture;224;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1229;1229;1229;1229;0.0;2.0;crime, disaster & accidents;252;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1230;1230;1230;1230;0.0;1.0;crime, disaster & accidents;185;False;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1231;1231;1231;1231;0.0;3.0;science & education;238;True;personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1232;1232;1232;1232;0.0;0.0;health;275;False;personalisation;no emotionalisation;News;(inter)national;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1233;1233;1233;1233;4.0;5.0;politics;216;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1234;1234;1234;1234;4.0;1.0;politics;266;False;personalisation;no emotionalisation;News;(inter)national;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1235;1235;1235;1235;7.0;4.0;mobility;231;False;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;0.0;5.0;[];0.0;0.0;1.0;0.0;simple;;X
1236;1236;1236;1236;2.0;11.0;sports;231;True;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
1237;1237;1237;1237;0.0;1.0;health;261;False;personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1238;1238;1238;1238;0.0;3.0;crime, disaster & accidents;263;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;3.0;[];0.0;0.5;0.6666666666666666;0.3333333333333333;complex;;X
1239;1239;1239;1239;1.0;2.0;crime, disaster & accidents;189;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1240;1240;1240;1240;3.0;3.0;politics;225;False;no personalisation;no emotionalisation;News;(inter)national;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1241;1241;1241;1241;2.0;1.0;politics;243;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1242;1242;1242;1242;5.0;3.0;politics;189;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
1243;1243;1243;1243;2.0;9.0;politics;280;True;personalisation;no emotionalisation;News;(inter)national;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1244;1244;1244;1244;0.0;1.0;mobility;231;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1245;1245;1245;1245;0.0;2.0;crime, disaster & accidents;187;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;2.0;2.0;[];0.0;1.0;1.0;1.0;complex;;X
1246;1246;1246;1246;0.0;2.0;culture;191;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
1247;1247;1247;1247;0.0;2.0;sports;203;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
1248;1248;1248;1248;0.0;1.0;sports;244;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
1249;1249;1249;1249;1.0;1.0;crime, disaster & accidents;195;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1250;1250;1250;1250;10.0;5.0;politics;183;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
1251;1251;1251;1251;7.0;1.0;politics;213;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1252;1252;1252;1252;6.0;5.0;politics;201;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1253;1253;1253;1253;0.0;2.0;construction & living;270;False;no personalisation;no emotionalisation;Comment;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1254;1254;1254;1254;1.0;3.0;culture;225;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;1.0;[];0.0;0.5;2.0;1.0;complex;;X
1255;1255;1255;1255;0.0;8.0;politics;172;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
1256;1256;1256;1256;0.0;4.0;culture;147;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1257;1257;1257;1257;2.0;5.0;politics;138;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
1258;1258;1258;1258;0.0;5.0;culture;229;True;no personalisation;no emotionalisation;News;regional;no personalisation;6.0;1.0;3.0;[];0.0;0.1666666666666666;2.0;0.3333333333333333;simple;;X
1259;1259;1259;1259;1.0;17.0;construction & living;185;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
1260;1260;1260;1260;2.0;1.0;business & finance;211;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1261;1261;1261;1261;0.0;2.0;sports;202;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1262;1262;1262;1262;0.0;3.0;mobility;216;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1263;1263;1263;1263;0.0;1.0;business & finance;243;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1264;1264;1264;1264;0.0;4.0;culture;271;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
1265;1265;1265;1265;0.0;2.0;politics;260;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
1266;1266;1266;1266;0.0;5.0;health;249;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1267;1267;1267;1267;0.0;5.0;sports;234;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
1268;1268;1268;1268;1.0;3.0;crime, disaster & accidents;221;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
1269;1269;1269;1269;1.0;6.0;construction & living;254;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1270;1270;1270;1270;0.0;5.0;sports;196;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1271;1271;1271;1271;1.0;3.0;business & finance;278;False;no personalisation;no emotionalisation;News;regional;no personalisation;5.0;2.0;4.0;[];0.0;0.4;1.25;0.5;complex;;X
1272;1272;1272;1272;0.0;1.0;culture;212;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;4.0;[];0.0;0.5;0.5;0.25;complex;;X
1273;1273;1273;1273;0.0;6.0;sports;188;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1274;1274;1274;1274;2.0;3.0;sports;118;False;personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
1275;1275;1275;1275;0.0;1.0;culture;226;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;1.0;2.0;[];0.0;0.25;2.0;0.5;complex;;X
1276;1276;1276;1276;1.0;5.0;health;202;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1277;1277;1277;1277;0.0;2.0;sports;178;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1278;1278;1278;1278;0.0;1.0;crime, disaster & accidents;210;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1279;1279;1279;1279;0.0;18.0;sports;240;False;personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1280;1280;1280;1280;0.0;3.0;sports;207;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1281;1281;1281;1281;0.0;1.0;crime, disaster & accidents;214;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1282;1282;1282;1282;1.0;3.0;LVZ;225;False;personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1283;1283;1283;1283;0.0;7.0;sports;217;True;personalisation;no emotionalisation;Comment;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1284;1284;1284;1284;0.0;2.0;sports;229;True;personalisation;no emotionalisation;Comment;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1285;1285;1285;1285;2.0;4.0;culture;252;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1286;1286;1286;1286;0.0;0.0;LVZ;170;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
1287;1287;1287;1287;0.0;1.0;crime, disaster & accidents;248;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1288;1288;1288;1288;1.0;3.0;construction & living;214;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1289;1289;1289;1289;4.0;1.0;sports;265;False;personalisation;no emotionalisation;Interview;regional;personalisation;5.0;0.0;4.0;[];0.0;0.0;1.25;0.0;simple;;X
1290;1290;1290;1290;1.0;1.0;construction & living;254;False;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1291;1291;1291;1291;2.0;1.0;mobility;203;False;personalisation;no emotionalisation;Comment;(inter)national;personalisation;3.0;1.0;1.0;[];0.0;0.3333333333333333;3.0;1.0;complex;;X
1292;1292;1292;1292;0.0;2.0;mobility;203;False;no personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1293;1293;1293;1293;0.0;1.0;science & education;238;True;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
1294;1294;1294;1294;0.0;4.0;construction & living;208;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1295;1295;1295;1295;0.0;1.0;business & finance;256;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;1.0;2.0;[];0.0;0.25;2.0;0.5;complex;;X
1296;1296;1296;1296;0.0;3.0;business & finance;210;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1297;1297;1297;1297;2.0;4.0;culture;252;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1298;1298;1298;1298;1.0;1.0;construction & living;227;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1299;1299;1299;1299;3.0;5.0;construction & living;223;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;6.0;[];0.0;0.0;0.5;0.0;simple;;X
1300;1300;1300;1300;2.0;1.0;mobility;221;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1301;1301;1301;1301;1.0;2.0;science & education;216;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
1302;1302;1302;1302;0.0;3.0;culture;167;True;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1303;1303;1303;1303;0.0;1.0;mobility;260;True;personalisation;no emotionalisation;Interview;regional;personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
1304;1304;1304;1304;0.0;2.0;science & education;256;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
1305;1305;1305;1305;0.0;1.0;business & finance;272;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
1306;1306;1306;1306;1.0;8.0;crime, disaster & accidents;201;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1307;1307;1307;1307;1.0;1.0;crime, disaster & accidents;236;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1308;1308;1308;1308;6.0;3.0;crime, disaster & accidents;209;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1309;1309;1309;1309;1.0;2.0;crime, disaster & accidents;222;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1310;1310;1310;1310;0.0;22.0;sports;188;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1311;1311;1311;1311;0.0;2.0;crime, disaster & accidents;202;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
1312;1312;1312;1312;0.0;2.0;crime, disaster & accidents;205;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1313;1313;1313;1313;0.0;1.0;crime, disaster & accidents;240;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1314;1314;1314;1314;0.0;2.0;crime, disaster & accidents;277;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
1315;1315;1315;1315;0.0;2.0;crime, disaster & accidents;214;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1316;1316;1316;1316;0.0;1.0;crime, disaster & accidents;228;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
1317;1317;1317;1317;0.0;1.0;crime, disaster & accidents;250;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
1318;1318;1318;1318;0.0;1.0;politics;261;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
