;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
94;94;94;94;"340 Menschen inhaftiert
""Tag der Öffentlichkeit"" in der
JVA Leipzig:
Helle Farben, Holz statt Metall
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-18_10-35-12_UTC_1.jpg;"Die Freiheit in der Justizvollzugsanstalt #Leipzig-Meusdorf endet in einem kleinen stickigen Raum. Hier werden neu angekommene Häftlinge fotografiert, hier müssen sie ihre Fingerabdrücke abgeben – Handys oder Geldbörsen landen in braunen Umschlägen. Wer keine eigenen Klamotten hat, für den liegen Pullover, Jacken, Unterhosen, Socken bereit. Dazu Handtücher und Bettzeug.

Und drinnen? Rosenbeete, Tischtennisplatten, Beachvolleyballplatz – wer sich beim „Tag der Öffentlichkeit“ fragte, ob es den Gefangenen zu gut geht, der bekam eine eindeutige Antwort. Vom Gefängnis-Chef persönlich. Antonie Rietzschel hat ihn gefragt. Mehr dazu auf lvz.de 

#Sachsen #JVA #Leipzig #LVZ #Justiz";23;436;False;culture;yes;683;True;personalisation;no emotionalisation;Interview;regional;no interaction;no;4;;all verbs included;verbless clause;all articles included;all articles included;no quote;quote;6.6;7.5;personalisation;9.0;1.0;11.0;[];0.0;0.1111111111111111;0.8181818181818182;0.0909090909090909;simple;
95;95;95;95;"Die Bilder zum ""Park(ing) Day” in Leipzig

Eisenbahnstraße gehört einen
Abend nur den Menschen";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-18_13-27-44_UTC_1.jpg;"Der #ParkingDay in #Leipzig am Freitag zog sich durch die ganze Stadt. Dort, wo sonst eigentlich Autos stehen, zogen Leipzigerinnen ein. Zumindest für einen Nachmittag. Auf der #Eisenbahnstraße allerdings wurde ein großes Fest draus. 
Die Stimmung lässt sich sehen.

#LVZ #Stadtleben #Leipzig #Sachsen #Osten #LeipzigerVolkszeitung";42;1844;False;politics;no;331;False;no personalisation;emotionalisation;News;regional;no interaction;;5;;all verbs included;verbless clause;all articles included;all articles included;no quote;quote;6.545454545454546;6.916666666666667;no personalisation;4.0;1.0;6.0;[];0.0;0.25;0.6666666666666666;0.1666666666666666;complex;positive
96;96;96;96;"Leipzigs ""Beste“

Welcher Spielplatz ist euer
Favorit? Stimmt jetzt ab!
§Zehn Spielplatze in Leipzig stehen zur engeren Auswahl. Stimmt
jetzt noch bis zum 22. September auf lvz.de ab.

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-19_10-21-35_UTC_1.jpg;"Die Top-Ten stehen fest, jetzt geht es in die enge Auswahl und um die Auszeichnung: Wo finden wir Leipzigs besten #Spielplatz? 
Stimmt noch für einen der Favoriten bis zum 22. September auf lvz.de/instagram ab! 

#Leipzig #Sachsen #Familie #Spielen #Kinder";10;278;False;culture;yes;256;True;no personalisation;no emotionalisation;News;regional;no interaction;yes;2;;all verbs included;verbless clause;all articles included;all articles included;no quote;quote;5.589743589743589;6.75;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;
97;97;97;97;"

Polarlichter und Regenbogen
Starke Sonnenaktivitat sorgt für
Farbenspiel Uber Leipzig

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-19_12-11-27_UTC_1.jpg;"Ein Blick nach oben hat sich am Montag durchaus gelohnt. Nicht nur wurden wir am Abend mit einem doppelten #Regenbogen gewürdigt, sondern auch mit Polarlichtern, wie Helen Buchau in #Markranstädt unter anderem einfangen konnte. 

Beide Naturspektakel sind sehr selten zu beobachten. Aber insbesondere Polarlichter sind im mitteldeutschen Raum eine Rarität. Derzeit stehen die Chancen hierzulande jedoch vergleichsweise hoch, da die Sonnenaktivität momentan besonders stark ist. Nach Angaben des amerikanischen Atmosphärendienstes NOAA gab es in der Nacht zu Dienstag einen moderaten #Sonnensturm. Bereits im April hatte es in Leipzig und weiteren Regionen Deutschlands Sichtungen von Nordlichtern gegeben. Das ist derzeit nicht so ungewöhnlich. Warum, lest ihr bei lvz.de/instagram 🌈✨🪐
Video: Antonie Rietzschel
#Polarlichter #Nordlicht #Sonne #Himmel #Astronomie #Sterne #Sachsen #Wetterleuchten #Himmel #LVZ";8;2134;False;science & education;yes;909;False;no personalisation;no emotionalisation;News;(inter)national;no interaction;yes;7, 1 videos;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.647058823529412;10.25;personalisation;9.0;2.0;13.0;['🌈', '✨', '🪐'];1.0;0.2222222222222222;0.6923076923076923;0.1538461538461538;complex;
98;98;98;98;"STAATSMINISTERIUM DER JUSTIZ Freistaat
UND FUR DEMOKRATIE SiS SACHSEN

EUROPA UND GLEICHSTELLUNG
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-19_12-44-11_UTC.jpg;"+++Anzeige+++

Jubiläum des Sächsischen Gründerpreises: Bereits zum 15. Mal wird am 30. September der Sächsische Gründerinnenpreis im Hygiene Museum Dresden verlieren. Lass dich von den inspirierenden Geschichten der Preisträgerinnen motivieren und sichere dir jetzt kostenlos dein Ticket.

👉 https://fcld.ly/saechsischer-gruenderinnenpreis

#gründerinnenpreis #SMJusDEG #Demokratie #Europa #Gleichstellung #Sachsen";1;57;False;business & finance;no;415;False;personalisation;no emotionalisation;Cooperation/ Ad;regional;no interaction;no;1;;all verbs included;all verbs included;all articles included;omission of article;no quote;no quote;8.904761904761905;8.8;no personalisation;2.0;0.0;4.0;['👉'];1.0;0.0;0.5;0.0;simple;
99;99;99;99;"Nach Drogenrazzia in Colditz:
Anklage gegen
Familie N. zugelassen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-19_15-21-05_UTC.jpg;Im Frühjahr fand in dem kleinen Ort #Colditz bei #Leipzig eine Razzia statt. Wegen bewaffneten Drogenhandels kommen Ralf N. und seine Söhne vor das Landgericht Leipzig. Der Fall beschäftigt nicht nur Justiz und Polizei, sondern auch die #Politik. Bei der Razzia fanden die Beamten Drogen wie Crystal Meth, eine Cannabisplantage, mehrere Waffen, Luxusautos und Bargeld. Mehr dazu auf lvz.de. #Razzia #Sachsen #Polizei #LVZ #Colditz #Podcast;18;259;True;crime, disaster & accidents;yes;439;False;personalisation;no emotionalisation;News;regional;no interaction;yes;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.769230769230769;8.571428571428571;personalisation;4.0;0.0;5.0;[];0.0;0.0;0.8;0.0;simple;
100;100;100;100;"Grün Statt Blau
LVZ Klimabahn
fährt durch Leipzig";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-20_09-43-44_UTC.jpg;"Schon gesehen? Eine #Straßenbahn in #Leipzig fährt jetzt mit anderen Farben. Neue Sitze, anderes Licht - grün statt blau ist das Design. Und: Am Wochenende war die Bahn sogar mit gemieteten Grünpflanzen bestückt. 
Hintergrund der Geschichte ist die Klimaschutzkampagne der #LVB und die europäische #Mobilitätswoche. Mehr dazu auf lvz.de/instagram 

#Leipzig #Sachsen #Bahn #Tram #Verkehr #ÖPNV";142;3960;True;mobility;yes;393;True;no personalisation;no emotionalisation;News;regional;no interaction;;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.163636363636364;7.333333333333333;no personalisation;5.0;0.0;7.0;[];0.0;0.0;0.7142857142857143;0.0;simple;
101;101;101;101;"»Nur“ noch 5878 Anzeigen

Weniger Fahrraddiebstahle
in Leipzig
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-20_14-22-59_UTC.jpg;"Für Fahrradbesitzer in #Leipzig war 2022 ein ""sicheres"" Jahr. Denn im Vergleich zu den zwei Jahren davor wurden weniger Fahrräder bei der Polizei gestohlen gemeldet. Während im Jahr 2020 noch 9129 gestohlene Fahrräder gemeldet wurden, waren es 2021 nur 8213. 2022 ging die Anzahl dann auf 5878 noch einmal deutlich runter, Dunkelziffer nicht einberechnet. 

Und wie sieht es bei euch aus? Ist das Rad noch da? 🚲

#Sachsen #Polizei #Fahrrad #Radel #Diebstahl #Sicherheit #Leipzig";50;288;False;crime, disaster & accidents;no;478;True;no personalisation;no emotionalisation;News;regional;interaction;no;1;;all verbs included;verbless clause;all articles included;omission of article;quote;no quote;5.561643835616438;9.666666666666666;no personalisation;7.0;1.0;8.0;['🚲'];1.0;0.1428571428571428;0.875;0.125;simple;
102;102;102;102;"Beim Spendenlauf am Limit
100 Kilometer
oder 24 Stunden am
Cospudder See";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-21_07-52-28_UTC.jpg;"Wir würden ja nicht mal eine Runde um den #Cossi schaffen. Marcel Wutschel will es zehn Mal laufen - für den guten Zweck! 

Was nach einer großen Sache klingt, einem Event mit Hunderten, vielleicht Tausenden Teilnehmerinnen und Teilnehmern, ist genau das Gegenteil. Wutschel will die 100 Kilometer für sich laufen, ganz alleine die zehn Runden um den Cospudener See drehen. Ein bisschen, um sich selbst etwas zu beweisen, und noch viel mehr, um anderen Menschen zu helfen.
Mit dem Verein „Heartrunners e.V.“ und sammelt er seither Spenden für die Deutsche Herzstiftung und das Projekt Herzenssache (Nähen für Frühchen und Sternchen). Mehr dazu auf lvz.de/instagram 

#Sport #Spenden #Spendenlauf #Sachsen #Leipzig #LVZ #LeipzigerVolkszeitung";8;278;True;sports;yes;741;False;personalisation;no emotionalisation;Interview;regional;no interaction;no;1, 1 videos;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;5.745454545454545;7.111111111111111;personalisation;6.0;0.0;7.0;[];0.0;0.0;0.8571428571428571;0.0;simple;
103;103;103;103;"Was Betroffene in Grünau denken

Leipziger S-Bahnen: Fahrt die
S10 oder nicht?
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-21_10-14-01_UTC_1.jpg;"Die S-Bahn-Ausfälle auf der Linie S1 und S10 sorgen in #Leipzig immer wieder für Unmut. 
Die Gründe für die Ausfälle sind erklärbar, helfen wartenden Fahrgästen allerdings kaum: Wenig Personal und Personalausfall, technische Probleme. 

 Warum ist allerdings die S10 besonders häufig betroffen, denn aktuell würden täglich etwa ein Drittel der S10-Züge ausfallen, es gebe aber auch Tage, an denen überhaupt keine S10 fahre? 

Die Antwort findet ihr bei lvz.de

#SBahn #MDV #Mitteldeutschland #DeutscheBahn #Sachsen #Leipzig #Grünau #LVZ";31;740;False;mobility;yes;536;True;personalisation;emotionalisation;Interview;regional;no interaction;yes;3;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.065789473684211;7.0;no personalisation;7.0;1.0;6.0;[];0.0;0.1428571428571428;1.1666666666666667;0.1666666666666666;simple;negative
104;104;104;104;"Taucha als Vorreiter
Unterirdische
Glascontainer: Leipzig
will nachziehen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-21_13-51-05_UTC.jpg;Statt großer Container an Straßenecken wird in #Taucha bei #Leipzig das Altglas nun ganz anders gesammelt. Die Container sind unterirdisch, lediglich eine kleine Röhre, wie ein Mülleimer, zeigt: Hier kann Glas entsorgt werden. Das hat Vorteile, so die Verantwortlichen. Weniger Lärm, weniger Geruch und Barrierefreiheit!;58;820;True;other;no;320;False;no personalisation;no emotionalisation;News;regional;no interaction;no;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.133333333333334;14.0;no personalisation;4.0;1.0;5.0;[];0.0;0.25;0.8;0.2;complex;
105;105;105;105;"Mit sofortiger Wirkung
Stadt Leipzig verbietet
Veranstaltungen im
Westbahnhof in Plagwitz
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-22_10-06-06_UTC.jpg;"Stillstand am #Westbahnhof in #Plagwitz.  Mit sofortiger Wirkung dürfen keine Veranstaltungen mehr im Westbahnhof stattfinden, so heißt es in einem Schreiben der Stadt an die Mieter und Betreiber auf dem Gelände, Dort finden seit 2020 eigentlich regelmäßig kulturelle Events, von Konzerten über Lesungen bis hin zu Ausstellungen statt. Aber: Dem Gebäude fehle schlicht die erforderliche Baugenehmigung für einen derartigen Zweck als Versammlungsstätte, lautete die Begründung des Amts für Bauordnung und Denkmalpflege. 

Wie geht es jetzt weiter? Mehr dazu auf lvz.de/instagram.de 

#Sachsen #Leipzig #Westbahnhof #Bürgerbahnhof #Kultur #LVZ";41;630;False;culture;yes;641;True;no personalisation;no emotionalisation;News;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.379310344827586;10.375;no personalisation;6.0;1.0;7.0;[];0.0;0.1666666666666666;0.8571428571428571;0.1428571428571428;complex;
106;106;106;106;"Deutsches Rotes Kreuz
startet von Leipzig-Halle
mit Hilfsgütern nach
Libyen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-22_12-11-30_UTC.jpg;"Der erste Flieger ist unterwegs. Am Freitag schickte das Deutsche Rote Kreuz von Leipzig-Halle aus #Hilfsgüter per #Flugzeug nach #Libyen. Das Land am Mittelmeer wurde vor einigen Wochen von einem Sturmtief getroffen, die Folge waren unter anderem Dammbrüche und Überschwemmungen.

Rund 13 Tonnen Fracht brachte das DRK in Stellung, hauptsächlich Wasseraufbereitung. 

#Flughafen #LEJ #Leipzig #Halle #DRK #RotesKreuz #Hilfe #Umwelt";3;304;True;health;no;432;False;no personalisation;no emotionalisation;News;(inter)national;no interaction;yes;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.465517241379311;10.0;no personalisation;5.0;0.0;4.0;[];0.0;0.0;1.25;0.0;simple;
107;107;107;107;"Woche der Wiederbelebung
Reanimationstraining:

""Nichts zu tun, ist das
Schlimmste“";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-22_14-49-09_UTC.jpg;"Musstet ihr schonmal Erste Hilfe leisten? Wie wichtig es ist, Wissen über die sogenannte Rettungskette zu haben, zeigen die Zahlen: Rund 60 000 Menschen erleiden pro Jahr in Deutschland einen Herz-Kreislauf-Stillstand, das sind etwa 164 Fälle jeden Tag.

Viele Laien trauen sich nicht zu helfen, haben Scheu, aus der Angst etwas falsch zu machen“, sagt Dr. Alexander Rothe, Chefarzt für Anästhesiologie im Diakonissenkrankenhaus. „Aber nichts zu tun, ist das Schlimmste."" Wie die #Rettungskette funktioniert, hat euch Bastian Raabe mal zusammengefasst - hättet ihr noch alles gewusst? 

#ErsteHilfe #DRK #Reanimationstraining #LebenRetten #Sachsen #Leipzig #LVZ";0;105;True;health;no;661;True;personalisation;no emotionalisation;News;(inter)national;no interaction;;1, 1 videos;;all verbs included;verbless clause;no nouns;all articles included;quote;quote;6.195652173913044;11.0;personalisation;9.0;1.0;6.0;[];0.0;0.1111111111111111;1.5;0.1666666666666666;simple;
108;108;108;108;"Kaffee, Kuchen & Brot

Wieder was los im Café Waldi:
Offizielle Neueröffnung im
Oktober - Betrieb ist schon jetzt
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-22_15-13-32_UTC.jpg;"🎉 Fünf Jahre war zu, die Fenster beklebt, alles dunkel: Und jetzt ganz plötzlich ist wieder Licht am im Café Waldi an der Münzgasse! 

„Regulär werden wir im Lauf des Oktober aufmachen“, sagt Ray Lange, einer der Mitbetreiber. „Momentan wird noch an der Einrichtung gearbeitet, außerdem testen wir Abläufe.“ Wer jedoch einen Vorgeschmack bekommen will, kann schon Kuchen kaufen – eine Auswahl steht bereits in der Vitrine. Auch Brot wird verkauft. Das neue Waldi setzt auf nachhaltige Produkte, unter anderem fair gehandelten Kaffee. 

#Waldi #Leipzig #GastroLeipzig #LVZ #Südvorstadt #Zentrum #Sachsen #CafeWaldi";10;1146;False;culture;no;613;False;no personalisation;no emotionalisation;News;regional;no interaction;yes;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.747252747252747;6.1875;personalisation;10.0;1.0;8.0;['🎉'];1.0;0.1;1.25;0.125;simple;
109;109;109;109;"Omas gegen Rechts
75-Jährige
geht gegen Querdenker
auf die StraBe
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-22_17-31-44_UTC.jpg;Die AfD befindet sich im Umfragehoch. Für die Omas gegen Rechts ist das trotz des hohen Alters Anlass zum Protest. Sie demonstrieren gegen Querdenker. #OmasgegenRechts #AfD #Protest;33;362;True;politics;no;181;False;personalisation;no emotionalisation;Interview;(inter)national;no interaction;no;1, 1 videos;;verbless clause;verbless clause;all articles included;all articles included;no quote;no quote;5.7407407407407405;8.571428571428571;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;
110;110;110;110;"LVZ GewinnSPiel
Wir verlosen 
5 ""Heimverstärker"" Pakete des
SCDHfK Leipzig!";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-23_09-26-15_UTC.jpg;"Handball-Fans aufgepasst! 🤾🏼🎉

Wir verlosen 5 Heimverstärker-Pakete des SC DHfK Handball Leipzig!
Du möchtest die Mannschaft des SC DHfK Leipzig die ganze Saison unterstützen, um damit den Leipziger Hexenkessel wieder zu jedem Heimspiel zum Kochen zu bringen und dir die Chance sichern, beim Eröffnungsspiel der Handball-EM 2024 dabei zu sein?
 
Dann nimm jetzt an unserem Gewinnspiel teil und gewinne mit etwas Glück eins von 5 „Heimverstärker“-Paketen.
 
Das Heim(VER)STÄRKER Paket beinhaltet:
*  1 Dauerkarte für die Saison 2023/24
* Die Chance auf 1 von 10 VIP-Tickets inkl. Anreise zum Eröffnungsspiel der Heim-EM im Januar 2024 in Düsseldorf

Jetzt unter www.lvz.de/handball teilnehmen und mit etwas Glück gewinnen! 🍀

 #lvz #gewinnspiel #handball #scdhfk #leipzig #heimverstärker";0;121;True;sports;yes;786;True;personalisation;no emotionalisation;News;regional;no interaction;no;1, 1 videos;;all verbs included;all verbs included;omission of article;omission of article;no quote;quote;6.287037037037037;8.5;personalisation;4.0;0.0;12.0;['🤾🏼', '🎉', '🍀'];1.0;0.0;0.3333333333333333;0.0;simple;
111;111;111;111;"""Die AfD und der
Rechtspopulismus nähren
sich von allen Ängsten
und schüren sie.“

Robert Habeck
Vizekanzler und Bundeswirtschaftsminister, im Gesprach mit dem RND
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-23_11-45-27_UTC.jpg;"Erst das Heizungsgesetz, dann die Flüchtlingspolitik – Rechtspopulisten versuchten, Probleme durch Polarisierung unlösbar zu machen, sagt Vizekanzler und Bundeswirtschaftsminister Robert Habeck im Gespräch mit dem @rnd.de. Familienbetriebe, besonders in Ostdeutschland, werden Fachkräfte aus dem Ausland brauchen, erläutert Habeck. „Wenn eine Partei wie die AfD, die das per se ablehnt, so stark wächst, entsteht auch ein ökonomisches Problem“, betont der Grünen-Politiker.

#Habeck #RobertHabeck #Grünen #AfD #Populismus #Rechts";62;372;False;politics;no;529;False;personalisation;no emotionalisation;News;(inter)national;no interaction;;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;quote;7.153846153846154;8.166666666666666;personalisation;6.0;3.0;3.0;[];0.0;0.5;2.0;1.0;complex;
